Year,Month,Day,Period,309_WIND_1,317_WIND_1,303_WIND_1,122_WIND_1,
2020,7,29,24,3.7,15.6,312.1,3.3,83.675
2020,7,30,1,7.8,40.1,239.2,29.5,79.15
2020,7,30,2,5.5,85.5,153.2,60.1,76.075
2020,7,30,3,1.5,84.2,33.4,85.2,51.075
2020,7,30,4,1.9,110.1,45.3,41.8,49.775
2020,7,30,5,2.2,187.4,42.9,16.3,62.2
2020,7,30,6,2,213.5,37.5,9.7,65.675
2020,7,30,7,0.2,215.6,21.2,14.8,62.95
2020,7,30,8,0.5,167.7,4.2,7.2,44.9
2020,7,30,9,0.2,69.1,0,26.8,24.025
2020,7,30,10,0,7.6,0.3,23.8,7.925
2020,7,30,11,0,4.1,2.4,10.8,4.325
2020,7,30,12,0,17.6,0.8,1.5,4.975
2020,7,30,13,0,39,5.1,19,15.775
2020,7,30,14,0,54.6,5.2,26.2,21.5
2020,7,30,15,0,63.8,0,50.9,28.675
2020,7,30,16,0.2,62.5,21,73.1,39.2
2020,7,30,17,2.5,49.4,28,67.4,36.825
2020,7,30,18,1,49.6,76.5,98.7,56.45
2020,7,30,19,5,35.9,127.4,65.5,58.45
2020,7,30,20,1.5,24.1,195.1,85.8,76.625
2020,7,30,21,1,33.4,83.3,89.1,51.7
2020,7,30,22,38,40.2,460.5,99.3,159.5
2020,7,30,23,40.6,40.4,519.1,82.5,170.65
2020,7,30,24,14.1,106.3,267.5,93,120.225
2020,7,31,1,18.8,619.4,104.1,199.3,235.4
2020,7,31,2,45.3,612.4,45.9,391.5,273.775
2020,7,31,3,56.4,584,179,390.8,302.55
2020,7,31,4,56.3,617.9,227.6,474.7,344.125
2020,7,31,5,51.9,679.6,175,545.6,363.025
2020,7,31,6,58.3,699.7,169.9,501.4,357.325
2020,7,31,7,43.8,700.4,195.2,472.6,353
2020,7,31,8,84.8,694.3,68.3,394.7,310.525
2020,7,31,9,83,651.6,19.9,241.1,248.9
2020,7,31,10,67.7,609.8,70.4,143.4,222.825
2020,7,31,11,70.7,512.8,88,85.7,189.3
2020,7,31,12,55.1,433.1,42.6,135.5,166.575
2020,7,31,13,44.1,380.7,87.8,147.1,164.925
2020,7,31,14,41.6,354.7,136.7,170.2,175.8
2020,7,31,15,36.7,320,201.2,237.1,198.75
2020,7,31,16,33.8,272.5,261.9,276.8,211.25
2020,7,31,17,37.1,241.7,268.8,282.1,207.425
2020,7,31,18,51.6,191.4,318,195.1,189.025
2020,7,31,19,62.2,208.5,302.1,149.8,180.65
2020,7,31,20,63.8,214.6,235.5,110.5,156.1
2020,7,31,21,120.7,148.6,280.5,136.2,171.5
2020,7,31,22,138.5,156.2,324.5,125.3,186.125
2020,7,31,23,115.8,246.9,339.6,99.9,200.55
2020,7,31,24,69.9,289.1,328.2,89.6,194.2
2020,8,1,1,56.9,437.6,168.8,77.4,185.175
2020,8,1,2,43.1,643.5,128,96.4,227.75
2020,8,1,3,59.9,676.3,149.3,66.7,238.05
2020,8,1,4,62.8,681.3,181.2,71.1,249.1
2020,8,1,5,66.8,648.6,187.4,113.7,254.125
2020,8,1,6,75.4,606.9,158.2,144.8,246.325
2020,8,1,7,62.2,585.1,86.8,131.8,216.475
2020,8,1,8,40.9,511.7,27.1,100.7,170.1
2020,8,1,9,21.4,377.8,7.3,27.2,108.425
2020,8,1,10,12.4,310.3,13.2,10.7,86.65
2020,8,1,11,8.1,256.8,11.1,11.9,71.975
2020,8,1,12,8.8,227.7,21.4,21.9,69.95
2020,8,1,13,11.4,181.6,113.2,25.4,82.9
2020,8,1,14,14.1,170.5,185.3,41,102.725
2020,8,1,15,17.9,168,217.3,87,122.55
2020,8,1,16,9,98.4,271.4,105.4,121.05
2020,8,1,17,7.3,58.9,227.9,128,105.525
2020,8,1,18,5.4,28.3,258.1,35,81.7
2020,8,1,19,1.7,17.1,249.1,46.1,78.5
2020,8,1,20,0,3,242.8,57.9,75.925
2020,8,1,21,9,4.7,239.4,61.6,78.675
2020,8,1,22,100.9,7.1,313.7,31.7,113.35
2020,8,1,23,89.2,88.4,269.5,51.8,124.725
2020,8,1,24,64.1,156.3,117.3,201,134.675
2020,8,2,1,59.5,640.8,161.5,455.6,329.35
2020,8,2,2,13.8,762.2,270.3,597.8,411.025
2020,8,2,3,22.8,781.1,280.6,607.2,422.925
2020,8,2,4,53.8,773.7,202.4,587.6,404.375
2020,8,2,5,64,767.6,168.5,573.1,393.3
2020,8,2,6,57.1,731.9,184.5,650,405.875
2020,8,2,7,35.3,673.5,310.1,656,418.725
2020,8,2,8,12.3,565.5,148.2,395.5,280.375
2020,8,2,9,0,732.4,59.2,343.9,283.875
2020,8,2,10,0,563.7,13.2,301.6,219.625
2020,8,2,11,0,277.1,2.9,245.5,131.375
2020,8,2,12,4.4,205.9,0,260.4,117.675
2020,8,2,13,8.3,300.5,0,292.5,150.325
2020,8,2,14,13,388.7,3.4,386,197.775
2020,8,2,15,8.1,420.6,42.9,508.1,244.925
2020,8,2,16,0,388.3,122.1,562.8,268.3
2020,8,2,17,0,362.8,167.3,526.3,264.1
2020,8,2,18,0,63.5,2.9,285.7,88.025
2020,8,2,19,0,4.1,0.3,154.8,39.8
2020,8,2,20,0,11.4,0,113.6,31.25
2020,8,2,21,0,28.7,0,86.2,28.725
2020,8,2,22,31.4,29.5,220.8,172,113.425
2020,8,2,23,55.3,0,398.2,85.3,134.7
2020,8,2,24,52.4,0,392.2,17.7,115.575
2020,8,3,1,25.3,0,320.8,0,86.525
2020,8,3,2,20.9,0,173.9,0,48.7
2020,8,3,3,22.3,0,122.9,0,36.3
2020,8,3,4,25.6,0,103,0,32.15
2020,8,3,5,21.2,0,76.8,0,24.5
2020,8,3,6,15.1,3.2,54.7,0,18.25
2020,8,3,7,12.2,12.2,48.6,0,18.25
2020,8,3,8,12.8,2.9,27.9,0,10.9
2020,8,3,9,1.7,0.2,0,0,0.475
2020,8,3,10,1.9,0,0,0,0.475
2020,8,3,11,1.4,0,0,6.5,1.975
2020,8,3,12,1.5,33,0,10,11.125
2020,8,3,13,0.6,30.4,0,11.5,10.625
2020,8,3,14,2.4,24.3,0,11.6,9.575
2020,8,3,15,1.5,36.1,0,8.9,11.625
2020,8,3,16,0.8,34,0,9.5,11.075
2020,8,3,17,0.5,23.5,0,24.6,12.15
2020,8,3,18,1.6,5.4,0,18.9,6.475
2020,8,3,19,2.9,6.1,0,18.3,6.825
2020,8,3,20,3.8,6.3,2.6,26.5,9.8
2020,8,3,21,0,2.2,10.2,29.9,10.575
2020,8,3,22,0,3.8,1.7,23.1,7.15
2020,8,3,23,0,9.9,0.4,20.8,7.775
2020,8,3,24,0,10.6,0.2,14.7,6.375
2020,8,4,1,0.9,10,64,40.5,28.85
2020,8,4,2,3.4,12.6,47.1,9.1,18.05
2020,8,4,3,12.1,12.6,76,6.5,26.8
2020,8,4,4,12.1,16.1,59.3,33.1,30.15
2020,8,4,5,7.1,42.3,21.9,37.7,27.25
2020,8,4,6,12.2,107.4,9.2,64.5,48.325
2020,8,4,7,3.4,139.4,3.3,93.5,59.9
2020,8,4,8,2.6,194.4,0,95.2,73.05
2020,8,4,9,2.2,189,0,55,61.55
2020,8,4,10,8,172.1,0,56.4,59.125
2020,8,4,11,7.3,120.1,0,63.4,47.7
2020,8,4,12,3,78.1,17,67.7,41.45
2020,8,4,13,5.5,59.9,14.1,68,36.875
2020,8,4,14,10.1,56.4,0.8,82.2,37.375
2020,8,4,15,11.5,59.4,0,75.4,36.575
2020,8,4,16,5.9,69.8,0,66.9,35.65
2020,8,4,17,1.8,65.3,0,75.1,35.55
2020,8,4,18,11.3,187.8,3,181.2,95.825
2020,8,4,19,7.2,178.6,56.7,282.5,131.25
2020,8,4,20,2.2,136.6,124.3,299,140.525
2020,8,4,21,17.5,108.9,14.6,230.4,92.85
2020,8,4,22,64.5,115.5,626.1,282.6,272.175
2020,8,4,23,19.4,149,616.3,236.7,255.35
2020,8,4,24,20.9,190.5,290.3,244.9,186.65
2020,8,5,1,26.3,201.4,175.5,264.2,166.85
2020,8,5,2,31.9,234.5,128.3,192.6,146.825
2020,8,5,3,34.6,293.8,71.4,82.5,120.575
2020,8,5,4,12.5,387.1,52.2,57.5,127.325
2020,8,5,5,3.4,469.5,50.8,39.9,140.9
2020,8,5,6,0.6,490.6,32.1,23.6,136.725
2020,8,5,7,0.8,510.5,22.6,18.1,138
2020,8,5,8,3.2,287.7,8.2,23,80.525
2020,8,5,9,0,151,0,4.8,38.95
2020,8,5,10,0,88,0,0,22
2020,8,5,11,0,60.5,1.5,1.6,15.9
2020,8,5,12,0,41.3,4,21.4,16.675
2020,8,5,13,0,34.1,5.5,27.9,16.875
2020,8,5,14,0,33.8,11.4,27.6,18.2
2020,8,5,15,0,40.4,18.1,8.4,16.725
2020,8,5,16,0,37,8.4,20,16.35
2020,8,5,17,3.9,24.5,10.7,1.4,10.125
2020,8,5,18,0,0,9.6,0,2.4
2020,8,5,19,0.1,0.4,12.1,0.2,3.2
2020,8,5,20,0.6,2.7,9.5,13.1,6.475
2020,8,5,21,0,19.6,14.1,50.4,21.025
2020,8,5,22,0,10.8,0.3,21.1,8.05
2020,8,5,23,0,0.4,0,0,0.1
2020,8,5,24,0,0,28.8,0,7.2
2020,8,6,1,0,0,167.9,0,41.975
2020,8,6,2,6.1,0,111.1,0,29.3
2020,8,6,3,7.5,0,57.5,0,16.25
2020,8,6,4,0.3,0,6.1,0,1.6
2020,8,6,5,16.3,0,31.8,3.2,12.825
2020,8,6,6,24.1,0,37.4,1.1,15.65
2020,8,6,7,30.2,0,29.2,11.9,17.825
2020,8,6,8,33.7,0,44.7,13.2,22.9
2020,8,6,9,11.2,0,38.5,0,12.425
2020,8,6,10,11.3,0,10.8,0,5.525
2020,8,6,11,7.7,0,8.6,7.7,6
2020,8,6,12,6.1,1.2,2.1,5.3,3.675
2020,8,6,13,3.4,3.9,0.3,3.3,2.725
2020,8,6,14,6.7,2,5.7,2,4.1
2020,8,6,15,6.8,5.4,14,5.9,8.025
2020,8,6,16,7.6,9.9,9.1,12.1,9.675
2020,8,6,17,8,3.4,6.7,11.4,7.375
2020,8,6,18,0,0,0,0.2,0.05
2020,8,6,19,1.6,0,0.5,0.2,0.575
2020,8,6,20,1,0.1,0.7,16.7,4.625
2020,8,6,21,0,2,0.9,18.2,5.275
2020,8,6,22,0.3,13.3,1.4,13.5,7.125
2020,8,6,23,0.6,15.1,78,3,24.175
2020,8,6,24,0,6.9,491.6,13.4,127.975
2020,8,7,1,27.1,2.7,392.9,6.5,107.3
2020,8,7,2,25.2,1.5,302.8,1.4,82.725
2020,8,7,3,21.4,6.1,217.7,0.5,61.425
2020,8,7,4,24.7,27.9,218,0.9,67.875
2020,8,7,5,22.7,30.1,220.9,16.1,72.45
2020,8,7,6,14.3,22.7,210,11.2,64.55
2020,8,7,7,6.3,36.6,119.5,4.4,41.7
2020,8,7,8,0.1,122.8,99.1,2.2,56.05
2020,8,7,9,0,60.4,14.3,0,18.675
2020,8,7,10,3.3,95.9,25,0,31.05
2020,8,7,11,5.8,74.7,0.6,0.3,20.35
2020,8,7,12,1,58.2,0,5,16.05
2020,8,7,13,0,51.2,0,40.5,22.925
2020,8,7,14,0.4,45.8,0,91.5,34.425
2020,8,7,15,0.1,39,0,93.5,33.15
2020,8,7,16,0,35.8,0,125.3,40.275
2020,8,7,17,0,24.7,1.8,140.9,41.85
2020,8,7,18,0,68.4,60.4,192.4,80.3
2020,8,7,19,0,58.3,77.4,159.3,73.75
2020,8,7,20,0.8,48.7,57,111.8,54.575
2020,8,7,21,3.4,55,51,128.8,59.55
2020,8,7,22,5.5,73.7,515.1,155.2,187.375
2020,8,7,23,60.1,33.7,625.8,92.7,203.075
2020,8,7,24,35.5,10.3,591.3,47.3,171.1
2020,8,8,1,34.1,2.7,516.6,25.9,144.825
2020,8,8,2,35.3,0.6,361.6,4.9,100.6
2020,8,8,3,42.2,0,236,3.6,70.45
2020,8,8,4,41.6,0.1,196,15.8,63.375
2020,8,8,5,51.7,0.9,211.3,0,65.975
2020,8,8,6,58.7,1.7,163.9,0,56.075
2020,8,8,7,65.9,13.3,149.5,0,57.175
2020,8,8,8,39.7,39.6,120.4,0,49.925
2020,8,8,9,7.6,4.8,12.9,0,6.325
2020,8,8,10,7,9,23.2,0,9.8
2020,8,8,11,3.6,5.7,3.7,0,3.25
2020,8,8,12,3.2,5.4,8.1,11.3,7
2020,8,8,13,3.5,2.9,11.1,13.8,7.825
2020,8,8,14,1.6,0.3,10.1,4.3,4.075
2020,8,8,15,0.3,0.9,7.7,4.9,3.45
2020,8,8,16,0.6,0,11.8,0,3.1
2020,8,8,17,8.1,0,35.8,0,10.975
2020,8,8,18,0.8,0.1,33.7,0,8.65
2020,8,8,19,0.4,0,22.8,0,5.8
2020,8,8,20,8.4,0,45.9,0,13.575
2020,8,8,21,5.3,0.1,9.9,4,4.825
2020,8,8,22,12.4,0,16.6,0,7.25
2020,8,8,23,9.7,0,27.2,0,9.225
2020,8,8,24,11.5,0,36.9,0,12.1
2020,8,9,1,10.8,0,23.4,1.7,8.975
2020,8,9,2,7.8,2.4,33.3,3.3,11.7
2020,8,9,3,12,8.4,24.6,4.9,12.475
2020,8,9,4,24,15.4,3,5.6,12
2020,8,9,5,35.9,19.3,4.6,11.9,17.925
2020,8,9,6,41.4,16.9,6.5,21.5,21.575
2020,8,9,7,41.1,6.3,8.6,0,14
2020,8,9,8,28.8,5.2,7.1,0,10.275
2020,8,9,9,14.5,9,6.8,0,7.575
2020,8,9,10,6.1,0.7,0.1,0,1.725
2020,8,9,11,4.3,0,0.2,0,1.125
2020,8,9,12,3.2,0,0,0,0.8
2020,8,9,13,1.8,0.4,0,0,0.55
2020,8,9,14,1.2,1.6,0,0.2,0.75
2020,8,9,15,4.5,0.9,0,4.1,2.375
2020,8,9,16,3.5,0.5,0,2.8,1.7
2020,8,9,17,1.6,1.1,0,9.3,3
2020,8,9,18,0.3,0.4,3.1,3.2,1.75
2020,8,9,19,0,0.2,1.4,10.6,3.05
2020,8,9,20,0,0,4.8,10,3.7
2020,8,9,21,0,0,10.5,0.2,2.675
2020,8,9,22,0.3,2.9,0.5,0.9,1.15
2020,8,9,23,0.1,2.6,0,0,0.675
2020,8,9,24,0,1.8,2.1,0,0.975
2020,8,10,1,0,1.7,2,0,0.925
2020,8,10,2,0.2,5.6,0,0,1.45
2020,8,10,3,2.2,0.8,4.2,0,1.8
2020,8,10,4,5.5,0.9,13.6,0,5
2020,8,10,5,0,94.5,15.3,0,27.45
2020,8,10,6,0,64.2,33,0,24.3
2020,8,10,7,0.1,27.7,27.9,0,13.925
2020,8,10,8,0,5.9,41.3,0,11.8
2020,8,10,9,0,0,31.3,0,7.825
2020,8,10,10,0.7,0.6,14.8,6.1,5.55
2020,8,10,11,1.8,0.8,61.2,12.4,19.05
2020,8,10,12,6.5,5.1,238.9,12.3,65.7
2020,8,10,13,2.4,21.4,84,14.4,30.55
2020,8,10,14,6.1,39.7,13.7,49.1,27.15
2020,8,10,15,4.1,53.9,10.6,57.3,31.475
2020,8,10,16,5.4,120.2,10.6,222,89.55
2020,8,10,17,0.8,163.4,6.8,138.3,77.325
2020,8,10,18,0.8,28.2,2.2,91.4,30.65
2020,8,10,19,0,13.9,60,18.2,23.025
2020,8,10,20,10.6,33,78.6,19.7,35.475
2020,8,10,21,41.9,415.1,267.2,64.5,197.175
2020,8,10,22,40.3,180.7,491.5,95.6,202.025
2020,8,10,23,97.2,254.1,537.9,254.2,285.85
2020,8,10,24,83.3,19.8,552.1,11,166.55
2020,8,11,1,121.5,103.5,680.9,6.8,228.175
2020,8,11,2,92.3,255.5,386.2,0.2,183.55
2020,8,11,3,55.5,582.8,404.7,96.8,284.95
2020,8,11,4,71.2,728.7,726.1,164.8,422.7
2020,8,11,5,43.1,736.7,611.1,511,475.475
2020,8,11,6,39.5,755.3,121.8,566.3,370.725
2020,8,11,7,113.5,761.5,74.6,555.8,376.35
2020,8,11,8,89.7,751.4,22,588.5,362.9
2020,8,11,9,44.1,722.6,0.8,431.3,299.7
2020,8,11,10,27,697.5,0.2,380.9,276.4
2020,8,11,11,11.8,660.2,0.1,347.3,254.85
2020,8,11,12,5.9,584.1,0.4,263.3,213.425
2020,8,11,13,6.8,505.5,11,285.2,202.125
2020,8,11,14,6.3,388.6,30.7,379.3,201.225
2020,8,11,15,9.5,266.1,80.9,435.1,197.9
2020,8,11,16,14.3,271.5,140.4,430.1,214.075
2020,8,11,17,18.8,318.7,117.8,461.4,229.175
2020,8,11,18,32.6,328.6,145.3,426.3,233.2
2020,8,11,19,54.4,339.8,249.5,537.8,295.375
2020,8,11,20,22,319.4,330.9,517.3,297.4
2020,8,11,21,2.1,560.5,176.9,462.6,300.525
2020,8,11,22,0,656.3,276.7,622.2,388.8
2020,8,11,23,19.6,612.9,441.8,533.2,401.875
2020,8,11,24,12.4,738.4,275.2,631.4,414.35
2020,8,12,1,18.3,722.8,164.8,552.7,364.65
2020,8,12,2,26.2,789.5,32.7,607.2,363.9
2020,8,12,3,62.1,756.6,2.6,616.6,359.475
2020,8,12,4,69.4,725.7,0,546.4,335.375
2020,8,12,5,66,744,0,548.1,339.525
2020,8,12,6,49.3,723.3,0,540.4,328.25
2020,8,12,7,46.4,662.1,0,426.2,283.675
2020,8,12,8,41.6,515.6,0,161.2,179.6
2020,8,12,9,0,309.4,0,6.7,79.025
2020,8,12,10,0,162.1,4.1,0,41.55
2020,8,12,11,0,85.2,18.4,0,25.9
2020,8,12,12,0,68.7,36.9,0.1,26.425
2020,8,12,13,1.4,11.9,27.5,0,10.2
2020,8,12,14,0,8.6,8.3,0,4.225
2020,8,12,15,0,0.1,3.1,0,0.8
2020,8,12,16,0,0,0,0,0
2020,8,12,17,0,0,0,0,0
2020,8,12,18,0,53.5,174.9,0.6,57.25
2020,8,12,19,0,101.4,168.4,8.7,69.625
2020,8,12,20,0,82.8,111.6,48.5,60.725
2020,8,12,21,35.5,55,143.7,56.2,72.6
2020,8,12,22,106.4,23.9,263.5,16,102.45
2020,8,12,23,43,15.1,292.8,23.9,93.7
2020,8,12,24,8.5,116.6,199.4,9.5,83.5
2020,8,13,1,7.1,191.5,77.5,13.2,72.325
2020,8,13,2,3,224.2,7.1,2.5,59.2
2020,8,13,3,4.5,506.5,9,5.2,131.3
2020,8,13,4,9.3,508.8,14,0,133.025
2020,8,13,5,3.8,405.4,12.5,2.7,106.1
2020,8,13,6,0.2,321,7.7,3.5,83.1
2020,8,13,7,0.9,290.3,20.8,4.6,79.15
2020,8,13,8,0,187.6,59.8,0.9,62.075
2020,8,13,9,0,33.4,57.9,0,22.825
2020,8,13,10,0,7.2,18.6,0.3,6.525
2020,8,13,11,0,0.3,0,0,0.075
2020,8,13,12,0,0,0,0,0
2020,8,13,13,0,2.7,0,0,0.675
2020,8,13,14,0.2,18,0,0,4.55
2020,8,13,15,0.2,3.4,1.4,0,1.25
2020,8,13,16,0,111,28.5,14,38.375
2020,8,13,17,0,5.5,3.9,186.8,49.05
2020,8,13,18,22.4,98.1,522.5,33.4,169.1
2020,8,13,19,22.3,82.9,361.9,56.6,130.925
2020,8,13,20,0,153.6,385.9,44.5,146
2020,8,13,21,51.3,41.6,417.2,123.1,158.3
2020,8,13,22,58.2,381.6,645.6,66,287.85
2020,8,13,23,69.5,479.5,659.1,285.6,373.425
2020,8,13,24,40.6,527.9,527.6,481.2,394.325
2020,8,14,1,36.4,530.9,288.9,395.8,313
2020,8,14,2,29.2,559.2,221.3,490.7,325.1
2020,8,14,3,37.6,710.5,176.8,628.5,388.35
2020,8,14,4,55.7,674,155.5,567.5,363.175
2020,8,14,5,92.4,748.6,109.5,621.8,393.075
2020,8,14,6,105.1,760.8,32.8,652.4,387.775
2020,8,14,7,86.8,742.9,3.1,657.5,372.575
2020,8,14,8,55.1,664.3,5,659.9,346.075
2020,8,14,9,36.4,630.3,42.4,422.1,282.8
2020,8,14,10,20.8,533.7,44.6,333.7,233.2
2020,8,14,11,5.3,392.5,24.7,180.2,150.675
2020,8,14,12,6.6,260.4,4.2,166.6,109.45
2020,8,14,13,3.2,159.5,2.5,182.5,86.925
2020,8,14,14,0.4,98.6,1.4,143.3,60.925
2020,8,14,15,0.2,61.3,1.5,125,47
2020,8,14,16,2.4,64.4,6.2,122.5,48.875
2020,8,14,17,0,11.4,0,100.7,28.025
2020,8,14,18,0,0,20.7,74,23.675
2020,8,14,19,0,0,28.9,39.4,17.075
2020,8,14,20,0,0,30,13,10.75
2020,8,14,21,1.7,0,155.1,0,39.2
2020,8,14,22,31.3,68.2,533.2,0,158.175
2020,8,14,23,25.2,56.4,754.1,0,208.925
2020,8,14,24,37.6,58.2,749.7,7.4,213.225
2020,8,15,1,61.7,28.8,741.8,4.3,209.15
2020,8,15,2,50.3,30.4,722.8,49.4,213.225
2020,8,15,3,53.2,65.4,617,66.3,200.475
2020,8,15,4,38.9,120.8,494.3,65.2,179.8
2020,8,15,5,30.1,164.4,393.6,54.1,160.55
2020,8,15,6,10.1,257.4,206.9,27.3,125.425
2020,8,15,7,9,355.7,143.2,12.9,130.2
2020,8,15,8,14.8,381.9,78.4,3.5,119.65
2020,8,15,9,9.8,242.4,1.5,0,63.425
2020,8,15,10,9.5,183.4,0,56.2,62.275
2020,8,15,11,10,110.6,0,88.9,52.375
2020,8,15,12,5.1,78.7,0,115.9,49.925
2020,8,15,13,1.4,44.6,0,96.1,35.525
2020,8,15,14,0.6,31,0,108.7,35.075
2020,8,15,15,0.4,31.2,0,96.2,31.95
2020,8,15,16,0,30,0,73.1,25.775
2020,8,15,17,0.3,21.3,0.7,51.8,18.525
2020,8,15,18,0.7,5.5,1.1,22.9,7.55
2020,8,15,19,0.1,0.5,0.7,11.1,3.1
2020,8,15,20,0,0.3,5.4,28.1,8.45
2020,8,15,21,0,13.2,8.9,55.5,19.4
2020,8,15,22,0,60.5,0,55.3,28.95
2020,8,15,23,0.5,80.3,0,14.5,23.825
2020,8,15,24,1.1,58.2,247.1,80.5,96.725
2020,8,16,1,38.7,40.4,314.2,55.8,112.275
2020,8,16,2,30.6,28.7,255,32.6,86.725
2020,8,16,3,25.2,28,236.4,21.8,77.85
2020,8,16,4,24.4,24.1,227.6,19.7,73.95
2020,8,16,5,33.8,40.2,235.8,26.5,84.075
2020,8,16,6,24.6,32,185.4,0,60.5
2020,8,16,7,25.4,15.2,187.4,10.1,59.525
2020,8,16,8,19.6,6.5,182,17.7,56.45
2020,8,16,9,11.3,0,90.2,4.7,26.55
2020,8,16,10,3.2,0,36.7,6,11.475
2020,8,16,11,1.8,0,17.7,8.9,7.1
2020,8,16,12,0.7,6.5,8.3,14.7,7.55
2020,8,16,13,0.9,23,7.9,29.1,15.225
2020,8,16,14,1.6,26.2,16.1,38.6,20.625
2020,8,16,15,2.8,26.5,9.1,37.6,19
2020,8,16,16,0.8,25.8,4.5,23.7,13.7
2020,8,16,17,0,23.5,6.8,22.5,13.2
2020,8,16,18,2.5,29.5,3.7,26.2,15.475
2020,8,16,19,4.4,28.2,10.1,21.1,15.95
2020,8,16,20,8.7,19.5,27.5,10.7,16.6
2020,8,16,21,14.1,1.7,42.9,8.1,16.7
2020,8,16,22,10.4,6.9,29.2,5.3,12.95
2020,8,16,23,2.6,14,7.3,2.3,6.55
2020,8,16,24,0.2,41.3,2.8,18.8,15.775
2020,8,17,1,0.7,139.4,14.4,48.9,50.85
2020,8,17,2,2.6,185.4,17.9,47.9,63.45
2020,8,17,3,4.7,198,17.6,62.4,70.675
2020,8,17,4,8.5,105.4,18,48,44.975
2020,8,17,5,15.7,3.7,25.5,29.2,18.525
2020,8,17,6,21.7,2.8,40.6,1.2,16.575
2020,8,17,7,20.1,14.4,30.1,0.4,16.25
2020,8,17,8,13.6,8.8,15.5,0.5,9.6
2020,8,17,9,5,12.6,3.9,0,5.375
2020,8,17,10,2.9,25.9,1.8,0.3,7.725
2020,8,17,11,0.8,30.9,4,2.9,9.65
2020,8,17,12,0.3,33.1,5.8,13.3,13.125
2020,8,17,13,0,35.9,4,17.2,14.275
2020,8,17,14,0,33.9,4.7,7.4,11.5
2020,8,17,15,0,6.2,25.9,26.3,14.6
2020,8,17,16,0,37.1,55.1,71,40.8
2020,8,17,17,0,64.9,99.4,134.8,74.775
2020,8,17,18,0,9.7,26.3,60.5,24.125
2020,8,17,19,0.5,24.1,31.2,42,24.45
2020,8,17,20,6.7,30,165,36.1,59.45
2020,8,17,21,0.7,31.3,294.2,25.9,88.025
2020,8,17,22,2,32.5,417.3,37.5,122.325
2020,8,17,23,12,14.1,402.4,78.4,126.725
2020,8,17,24,25.3,18.8,190.1,54.5,72.175
2020,8,18,1,41.4,20.7,156.1,81.4,74.9
2020,8,18,2,33.9,193.5,154.9,162,136.075
2020,8,18,3,17.5,374.9,152.6,272.5,204.375
2020,8,18,4,12.2,568.6,105.5,216,225.575
2020,8,18,5,26.4,663.8,56.4,334.3,270.225
2020,8,18,6,39.9,659.4,30.9,430.2,290.1
2020,8,18,7,31.4,677.7,48.3,432,297.35
2020,8,18,8,17.8,691.5,37,322.8,267.275
2020,8,18,9,20.9,415.8,1.5,144.7,145.725
2020,8,18,10,21.1,350.1,0.1,51.7,105.75
2020,8,18,11,25,290.9,1.6,21.5,84.75
2020,8,18,12,8.3,197.4,1.5,22.9,57.525
2020,8,18,13,2.1,144.1,0,13.1,39.825
2020,8,18,14,1.8,120.5,16.6,30.7,42.4
2020,8,18,15,3.7,105.2,60.6,73.8,60.825
2020,8,18,16,3.2,99,84.6,93,69.95
2020,8,18,17,3.3,106.4,133,93.5,84.05
2020,8,18,18,0,2.2,142.6,0,36.2
2020,8,18,19,22.8,5.2,168,0,49
2020,8,18,20,51.4,15.8,68.6,0,33.95
2020,8,18,21,51,59.2,258.1,47.1,103.85
2020,8,18,22,69.3,86.7,282.4,84.9,130.825
2020,8,18,23,58.3,171.9,554.3,77.7,215.55
2020,8,18,24,57.8,301.8,585.1,78.7,255.85
2020,8,19,1,37.4,319.7,501.3,89,236.85
2020,8,19,2,17.4,432.6,351.1,107.8,227.225
2020,8,19,3,30.4,434.8,283.4,62,202.65
2020,8,19,4,35.3,475.8,274.4,32.9,204.6
2020,8,19,5,41.5,524.5,244.3,30.2,210.125
2020,8,19,6,49.6,517.8,215,24.8,201.8
2020,8,19,7,57.2,506.1,188.3,23.2,193.7
2020,8,19,8,53.1,368.4,179.8,37.2,159.625
2020,8,19,9,50.1,195.5,90.2,12.9,87.175
2020,8,19,10,68.7,141,65.4,10.4,71.375
2020,8,19,11,37.5,25.2,37.9,0,25.15
2020,8,19,12,37.4,550.6,57.9,0.9,161.7
2020,8,19,13,14.8,15.5,37.5,17.6,21.35
2020,8,19,14,29.2,342.2,30.9,38.2,110.125
2020,8,19,15,7.2,27.2,49.3,28.3,28
2020,8,19,16,3.3,18,59.2,0,20.125
2020,8,19,17,8.8,10.1,31.8,0,12.675
2020,8,19,18,19.7,24.8,61.6,0,26.525
2020,8,19,19,16.7,5.8,55.6,23.7,25.45
2020,8,19,20,12.8,1,76.5,13.2,25.875
2020,8,19,21,13.8,70.5,169.8,8.3,65.6
2020,8,19,22,38.3,65.1,141,41,71.35
2020,8,19,23,79.7,84.7,402,7.5,143.475
2020,8,19,24,86.6,207.8,436.4,22.9,188.425
2020,8,20,1,77.6,289.8,518.1,20.9,226.6
2020,8,20,2,70.8,540.6,522.4,65.9,299.925
2020,8,20,3,86.4,421.5,484.5,63.6,264
2020,8,20,4,95,317.1,515.6,52,244.925
2020,8,20,5,87.8,430.1,492.4,22.6,258.225
2020,8,20,6,83.3,465.1,458.1,20.4,256.725
2020,8,20,7,74.9,636.4,424.4,422,389.425
2020,8,20,8,53.3,500.6,366.7,228.3,287.225
